"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";152.52;485.22;952.12;1831.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";158.60;504.56;990.08;1904.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";164.77;524.17;1028.56;1978.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";171.18;544.58;1068.60;2055.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";177.76;565.51;1109.68;2134.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";184.84;588.04;1153.88;2219.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";192.09;611.09;1199.12;2306.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";199.84;635.74;1247.48;2399.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";208.00;661.71;1298.44;2497.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";213.66;679.73;1333.80;2565.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";219.66;698.81;1371.24;2637.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";225.91;718.68;1410.24;2712.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";232.32;739.09;1450.28;2789.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";238.90;760.02;1491.36;2868.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";241.74;769.03;1509.04;2902.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";244.65;778.31;1527.24;2937.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";247.57;787.58;1545.44;2972.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";250.57;797.12;1564.16;3008.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";253.40;806.13;1581.84;3042.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";256.48;815.94;1601.08;3079.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";259.56;825.74;1620.32;3116.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";262.73;835.81;1640.08;3154.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";265.81;845.62;1659.32;3191.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";268.98;855.69;1679.08;3229.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";272.14;865.76;1698.84;3267.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";275.64;876.89;1720.68;3309.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";278.72;886.69;1739.92;3346.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";282.05;897.29;1760.72;3386.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";285.64;908.69;1783.08;3429.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";288.97;919.29;1803.88;3469.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";292.47;930.42;1825.72;3511.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";296.05;941.81;1848.08;3554.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";299.63;953.21;1870.44;3597.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Non-Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";299.63;953.21;1870.44;3597.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";64.00;"N";"N";"<=64";298.55;949.76;1863.68;3584.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";157.02;499.53;980.20;1885.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";163.27;519.40;1019.20;1960.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";169.35;538.75;1057.16;2033.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";176.01;559.95;1098.76;2113.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";182.93;581.94;1141.92;2196.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";190.09;604.73;1186.64;2282.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";197.59;628.58;1233.44;2372.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";205.33;653.23;1281.80;2465.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";213.41;678.93;1332.24;2562.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";221.83;705.70;1384.76;2663.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";230.57;733.52;1439.36;2768.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";237.16;754.46;1480.44;2847.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";243.82;775.66;1522.04;2927.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";250.73;797.65;1565.20;3010.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";257.90;820.44;1609.92;3096.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";265.06;843.23;1654.64;3182.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";268.39;853.83;1675.44;3222.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";271.56;863.90;1695.20;3260.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";83.00;"N";"N";"83";274.64;873.71;1714.44;3297.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";84.00;"N";"N";"84";277.97;884.31;1735.24;3337.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";85.00;"N";"N";"85";281.39;895.17;1756.56;3378.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";86.00;"N";"N";"86";284.72;905.77;1777.36;3418.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";87.00;"N";"N";"87";288.13;916.64;1798.68;3459.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";88.00;"N";"N";"88";291.47;927.24;1819.48;3499.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";89.00;"N";"N";"89";295.05;938.63;1841.84;3542.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";90.00;"N";"N";"90";298.55;949.76;1863.68;3584.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";91.00;"N";"N";"91";302.13;961.16;1886.04;3627.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";92.00;"N";"N";"92";305.71;972.55;1908.40;3670.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";93.00;"N";"N";"93";309.54;984.74;1932.32;3716.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";94.00;"N";"N";"94";313.12;996.14;1954.68;3759.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";95.00;"N";"N";"95";317.04;1008.59;1979.12;3806.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";96.00;"N";"N";"96";320.62;1019.99;2001.48;3849.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";97.00;"N";"N";"97";324.87;1033.50;2028.00;3900.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";98.00;"N";"N";"98";328.54;1045.16;2050.88;3944.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";99.00;"N";"N";"99";332.45;1057.62;2075.32;3991.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Female";"Tobacco";"";"9/1/2018";"Attained Age";100.00;"N";"N";"100";332.45;1057.62;2075.32;3991.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";64.00;"N";"N";"<=64";268.98;855.69;1679.08;3229.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";65.00;"N";"N";"65";141.36;449.71;882.44;1697.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";66.00;"N";"N";"66";146.86;467.20;916.76;1763.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";67.00;"N";"N";"67";152.52;485.22;952.12;1831.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";68.00;"N";"N";"68";158.60;504.56;990.08;1904.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";69.00;"N";"N";"69";164.77;524.17;1028.56;1978.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";70.00;"N";"N";"70";171.18;544.58;1068.60;2055.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";71.00;"N";"N";"71";177.76;565.51;1109.68;2134.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";72.00;"N";"N";"72";184.84;588.04;1153.88;2219.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";73.00;"N";"N";"73";192.09;611.09;1199.12;2306.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";74.00;"N";"N";"74";199.84;635.74;1247.48;2399.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";75.00;"N";"N";"75";208.00;661.71;1298.44;2497.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";76.00;"N";"N";"76";213.66;679.73;1333.80;2565.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";77.00;"N";"N";"77";219.66;698.81;1371.24;2637.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";78.00;"N";"N";"78";225.91;718.68;1410.24;2712.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";79.00;"N";"N";"79";232.32;739.09;1450.28;2789.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";80.00;"N";"N";"80";238.90;760.02;1491.36;2868.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";81.00;"N";"N";"81";241.74;769.03;1509.04;2902.00;"$20";"5%"
"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)";"Continental Life";68500.00;"A";"CA";4;30792.00;"Male";"Non-Tobacco";"";"9/1/2018";"Attained Age";82.00;"N";"N";"82";244.65;778.31;1527.24;2937.00;"$20";"5%"
